,fGravityAccMagenergy,fGravityAccMagentropy,fGravityAccMagiqr,fGravityAccMagkurtosis,fGravityAccMagmad,fGravityAccMagmax,fGravityAccMagmean,fGravityAccMagmin,fGravityAccMagskewness,fGravityAccMagsma,fGravityAccMagstd,fGravityAcccorrelationXY,fGravityAcccorrelationXZ,fGravityAcccorrelationYZ,fGravityAccenergyX,fGravityAccenergyY,fGravityAccenergyZ,fGravityAccentropyX,fGravityAccentropyY,fGravityAccentropyZ,fGravityAcciqrX,fGravityAcciqrY,fGravityAcciqrZ,fGravityAcckurtosisX,fGravityAcckurtosisY,fGravityAcckurtosisZ,fGravityAccmadX,fGravityAccmadY,fGravityAccmadZ,fGravityAccmaxX,fGravityAccmaxY,fGravityAccmaxZ,fGravityAccmeanX,fGravityAccmeanY,fGravityAccmeanZ,fGravityAccminX,fGravityAccminY,fGravityAccminZ,fGravityAccskewnessX,fGravityAccskewnessY,fGravityAccskewnessZ,fGravityAccstdX,fGravityAccstdY,fGravityAccstdZ,tGravityAccMagenergy,tGravityAccMagentropy,tGravityAccMagiqr,tGravityAccMagkurtosis,tGravityAccMagmad,tGravityAccMagmax,tGravityAccMagmean,tGravityAccMagmin,tGravityAccMagskewness,tGravityAccMagstd,tGravityAcccorrelationXY,tGravityAcccorrelationXZ,tGravityAcccorrelationYZ,tGravityAccenergyX,tGravityAccenergyY,tGravityAccenergyZ,tGravityAccentropyX,tGravityAccentropyY,tGravityAccentropyZ,tGravityAcciqrX,tGravityAcciqrY,tGravityAcciqrZ,tGravityAcckurtosisX,tGravityAcckurtosisY,tGravityAcckurtosisZ,tGravityAccmadX,tGravityAccmadY,tGravityAccmadZ,tGravityAccmaxX,tGravityAccmaxY,tGravityAccmaxZ,tGravityAccmeanX,tGravityAccmeanY,tGravityAccmeanZ,tGravityAccminX,tGravityAccminY,tGravityAccminZ,tGravityAccskewnessX,tGravityAccskewnessY,tGravityAccskewnessZ,tGravityAccstdX,tGravityAccstdY,tGravityAccstdZ
0,4917.8785452471675,0.9119465777658026,2.142692430146917,16.006646308102624,28.812918028409957,320.87235177993136,18.33671248162689,1.3096273112567096,4.240506343321322,22.98090824093445,69.35939515771445,0.9593115537516086,0.9980299955298846,0.9722310122559541,4800.652190183498,49.85201213260118,67.37434293106905,0.6980880057131895,2.281647313985366,1.145952894704489,1.7236916141486507,2.2322851568314843,0.8740120898157905,16.031949043395876,12.84728212361436,15.849366180534087,28.584680366968616,3.215820141029872,3.342805255023434,317.2950701032366,29.692675181797572,37.43326950073242,17.15592625006618,3.4911676678819172,2.333814322986364,1.002575824075628,0.7945665467040539,0.1022734143247642,4.245180823894602,3.6834277511014237,4.211585681890679,68.78693701510541,6.288636455520702,8.063748279723109,103275.44945019056,3.0437604403322074,13.950573441844426,0.215988776642138,10.281094448636154,353.9770087589455,321.1185191169226,301.88123455202884,0.639084440802929,12.894318006876684,0.857215081641023,0.13688093603899135,0.2562718623373483,100813.69599385347,1046.892254784625,1414.8612015524504,3.043844840894513,2.9436761709532258,3.0397334332284016,11.76214599609375,23.661340713500977,4.547466278076172,0.46867204143695185,-1.3635635878620156,-0.8424956478234935,9.46461248073448,11.588112889503947,3.0601690383184526,348.8160400390625,50.54176712036133,-32.750919342041016,317.2950701032366,29.692675181797572,-37.43326950073242,299.40802001953125,11.928035736083984,-43.88949966430664,0.7102108358066146,-0.10688355396730684,-0.5266079167419788,12.017121374830811,13.171907990095129,3.7804910844869775
1,4981.716238902368,0.9230049914002116,2.158612049687873,15.99680914957332,28.98558819906794,322.89013987617176,18.54146378595836,1.1372034934054256,4.238688711764853,23.33828872090952,69.78414488660862,0.9623163178177678,0.9985818058564828,0.9695531932398268,4859.611301145098,53.53409149331302,68.5708462639595,0.7476688610402181,2.1695720864483694,1.2864573453665296,1.9273102388967382,2.004889205538321,0.6697202633347983,16.021968102460942,12.959412374863648,15.909389553755961,28.7307025292775,3.4668358404273043,3.364948637927363,319.1630859375,31.092820667085192,37.76510965256464,17.4907093800863,3.414430386495889,2.4331489543273257,0.9279596585713737,0.47682756900905077,0.08838758432147305,4.24333917181922,3.6978843022570578,4.222517686977214,69.14745625005146,6.630953510660507,8.110682095330583,104616.04101694973,3.043526172022177,16.214299563861232,-0.05720588521014491,11.503765995909605,356.14249729253953,323.11933822632767,301.88123455202884,0.6696738315563363,14.846918710166399,0.8351609812472753,0.009343506173973169,0.24459917934802983,102051.83732404702,1124.215921359574,1439.9877715431496,3.0436146995078985,2.9545841269028887,3.0397294623333813,14.099822998046875,20.957460403442383,3.89752197265625,0.11386767453153368,-1.2805918303528843,-1.0454037311371753,10.714465913318453,11.086330431118574,3.1239333206834163,350.9667053222656,49.07527542114258,-32.88425827026367,319.1630859375,31.092820667085192,-37.76510965256464,299.40802001953125,11.928035736083984,-43.88949966430664,0.7500318245819501,-0.3150594442536692,-0.34260711260738,14.003570753345654,12.85787873407805,3.804402409914686
2,5034.999999689742,0.8211930185722958,2.7985003383802844,15.980951036033794,29.17661866170517,324.6235852401082,18.269089292203894,0.7811383069046424,4.235762278087828,22.955121448536428,70.25882432071707,0.9625756725341441,0.9974589062153006,0.964845056004103,4908.092345390509,55.26437381569711,71.64328048353624,0.6762591545171603,1.8416610430965865,1.3199900233796293,2.299642001538537,1.8380052332010934,0.7416261674336847,16.01016591198696,12.836808177773218,15.829676518462108,28.892623707915845,3.688832646084275,3.429538649012256,320.73616391136534,31.985284759884788,38.54512696039109,17.363614978248894,3.05653532452513,2.5349711457623965,0.633066685723287,0.06147643478843031,0.05244640832791129,4.241163024919959,3.6742232548113694,4.208004536117419,69.54801996672171,6.943922803927803,8.27514724112947,105734.9999934846,3.0434859140707453,19.166226845218034,-0.5555465045220549,11.67746015727369,354.02327596011725,324.8307557395322,301.88123455202884,0.4256754665388606,15.197997405166456,0.7744343234685342,-0.11747126322587434,0.35152033931555793,103069.93925320069,1160.5518501296403,1504.5088901542608,3.0435650540112302,2.970297648034066,3.0382641573333773,18.0928955078125,19.43495750427246,6.001617431640625,-0.47930112469414876,-1.0670741002716735,-0.7065775725542274,11.008526929652069,10.014178373375717,3.61516984520045,348.8160400390625,49.07527542114258,-32.88425827026367,320.73616391136534,31.985284759884788,-38.54512696039109,299.40802001953125,11.928035736083984,-48.363380432128906,0.49418079340992693,-0.377044187932776,-0.3853857708228712,14.427925466040017,12.015326853925293,4.440853707303627
3,5069.9965321971995,0.8490818002166928,3.366957065294574,15.982369694969627,29.26610523182046,325.7345995554748,18.440494621359896,0.8511380210161604,4.236023909917084,23.314334870090434,70.47298719958332,0.9643704295243326,0.9968354625509375,0.9637817855138426,4938.65384655262,55.55226828879623,75.79041735578208,0.6343797696124279,1.783739383606868,1.757020034463579,2.064070588217735,1.7688502437909368,0.42643932796751516,16.006857905413373,12.930916871938855,15.794457708220136,28.994604901261845,3.7098220713061134,3.4638608164777502,321.7370896112351,32.181302933465865,39.403531029110866,17.293738147985714,2.987604266010247,3.032992456094475,0.22382914118506628,0.1455848736806975,0.737739098444339,4.240552412417206,3.69187646181482,4.2019161930747435,69.79655787209424,6.996986029029878,8.361874360626864,106469.92717614118,3.043494244753752,19.306771085016408,-0.6437295626885677,11.640051680783197,354.02327596011725,325.96133204880664,301.88123455202884,0.24710609571507744,15.168851122094178,0.6914660545266365,-0.20959106503388997,0.4178986931780962,103711.73077760504,1166.597634064721,1591.5987644714241,3.0435747699218374,2.9752300739839788,3.0327489553397315,18.0928955078125,19.43495750427246,8.071178436279297,-0.57125594767012,-1.0582713461682793,2.68416495990137,10.947799025209044,9.79015760356877,4.615531679183719,348.8160400390625,49.07527542114258,-32.88425827026367,321.7370896112351,32.181302933465865,-39.403531029110866,299.40802001953125,11.928035736083984,-59.5464973449707,0.32468906534681724,-0.3487871357934309,-1.5232346093506104,14.381402692434262,11.726442100982007,6.395977818503416
4,5078.168154235139,0.9720727805845334,3.736851882326634,15.974636572627372,29.22061058161451,325.8414013714032,19.024990264450896,1.2296859073841093,4.234594537528193,24.49395617588961,70.37065293612334,0.9571974829898691,0.9948353376169098,0.9683100044952564,4939.589373782616,55.43941879676239,83.13936165575745,0.6264919968374542,2.276292174332767,1.9423794796502138,2.0136998770185297,1.8744990134182902,0.9751660008713783,16.006390344685727,12.40920903793481,15.54097512635764,28.999590027813156,3.5960690058519154,3.58753995872865,321.7686767578125,31.062919571286155,40.89783041817801,17.27298146577434,3.7207943708124946,3.5001803393027777,0.14524141720778858,0.787607575219622,0.7515975226210089,4.240465893802628,3.5983339874938576,4.155488265447486,69.80899053359042,6.6086960475752745,8.627427438728276,106641.53123893793,3.0435336755188143,19.306771085016408,-0.5498639477496314,11.353025306322866,354.02327596011725,326.23675313049307,301.3238243878636,0.2592072142069283,14.888510775165017,0.6471116194229641,0.04024939413527314,0.7309376830815447,103731.37684943501,1164.22779473201,1745.926594770907,3.04357817282635,-inf,3.024561422524458,18.0928955078125,19.43495750427246,8.368656158447266,-0.5513876126152897,1.3043564145163637,2.612961049610714,10.914707728794642,11.123350835441192,6.1365865590621,348.8160400390625,49.07527542114258,-32.88425827026367,321.7686767578125,31.062919571286155,-40.89783041817801,298.88092041015625,-10.648294448852539,-67.3290023803711,0.3214695493837224,-1.1563007795628473,-1.7171625805056576,14.356541446652342,14.466822856515813,8.772614487694264
5,5068.435379628385,1.252643412328132,3.8821423816946186,15.942184662119555,28.985281820226906,324.93375400091315,20.58829488853059,2.2004517845200446,4.2286289428753605,27.024073642344053,69.83398433335918,0.9071550200550439,0.9913638648687927,0.9451386737279528,4914.913682373848,60.5893954294227,92.93230182511488,0.7711577039832445,2.665385989885847,2.073862512140427,2.3473847169125,1.9724805176580045,2.094262855420608,16.00381304001043,9.224132885610024,15.150270189503914,28.86825377294998,3.668254795971514,3.9236817976228413,320.8736514136905,28.20901752653576,42.7351804460798,17.756986797715758,5.2512323045868285,4.015854540041461,0.5902507021531262,1.7225036068742994,0.8106146770815191,4.239992345192834,3.027287166425329,4.084845443883579,69.49520312475947,5.887669526079118,8.980282559321864,106437.1429721961,3.0434368181680957,19.306771085016408,-0.3356141720196226,11.71111712489234,354.02327596011725,325.893496852157,294.1154425428052,0.05446039735605545,15.559571515717444,0.7550564957338529,0.42657215899172757,0.8920685685734273,103213.18732985083,1272.3773040178767,1951.578338327413,3.0432839988961367,-inf,3.0137705575100058,18.0928955078125,19.43495750427246,8.368656158447266,0.4155206136746292,5.029753333458,1.9014140328426432,11.852353327398667,14.793740711514912,7.9591013071488375,348.8160400390625,49.07527542114258,-32.88425827026367,320.8736514136905,28.20901752653576,-42.7351804460798,280.08538818359375,-48.91362762451172,-75.25640106201172,-0.3257027440211726,-2.2224344027180774,-1.651432518490922,16.308019996648596,22.37096479626546,11.469386430704665
6,5043.312452846043,1.3741553715107757,5.139947079959505,15.84128400486631,28.74134749520595,323.3321845696806,21.54803587001808,2.0467421075775234,4.210138198384536,28.336388454272115,69.3393418856855,0.7532256358014218,0.9867331314761849,0.8391238530460912,4874.323446072957,68.98817209697265,100.00083467611118,0.8697915072719127,2.706262711539466,1.9924253908073657,3.521681490193762,3.475348327475765,2.0422510314552067,15.982502560923368,2.832160480601364,14.656704630455827,28.686422096072743,4.255199311605097,4.297764036744978,319.3709992908296,24.43826112293062,44.14337757655552,18.163567282065774,6.098358086950545,4.074463085255792,0.7058254415392091,1.5957989528531573,0.715889552998276,4.236062930864618,1.8038511359358476,3.998737472537239,69.07697650553307,5.778244610373676,9.357861107387146,105909.56150976686,3.043145848167445,19.306771085016408,0.20525158973519986,12.653260497654086,354.02327596011725,324.9941781781571,284.32009220435003,-0.40068718314295304,17.400084570905573,0.853779590799645,0.6147944503632472,0.9110224348267131,102360.79236753209,1448.751614036426,2100.0175281983343,3.0427062874510584,-inf,3.0089323936076946,18.0928955078125,19.43495750427246,8.469921112060547,1.1184945038867369,2.9260508821822517,0.2655051866098095,13.636882202425241,19.82141591632177,9.306853210034014,348.8160400390625,49.07527542114258,-32.88425827026367,319.3709992908296,24.43826112293062,-44.14337757655552,267.8523254394531,-62.98006820678711,-71.59998321533203,-0.9111243521002365,-1.9907208557229155,-1.25097946944605,19.521911752808855,29.901490894102217,12.607487122681855
7,4997.93530727477,1.498243465318409,5.30490722483683,15.689531119840751,28.396130987358777,320.74443532971526,22.5850599624481,2.984017123961587,4.182654978620515,29.700116728319806,68.64577840228607,0.5229502052748537,0.9815168932894128,0.6649949200068069,4807.894327906647,82.23826528379611,107.80271408432836,1.0148878610337757,2.726047384242733,1.8642894669301084,3.797786981880984,3.833188990602387,0.9941822029051703,15.946394218178671,-0.300794400626315,14.085342781405707,28.389326004831148,4.902398339414462,4.757835832089363,316.8725876581101,19.646846680414107,45.63723700387137,18.784664607383043,6.8487368784861795,4.066715242450589,0.848097298397919,2.381785624823061,0.5142160498217689,4.229430182527584,1.193215796758313,3.9019990373689954,68.3943143738536,6.0909541022496985,9.78916586243209,104956.64145277019,3.042598446879919,19.306771085016408,0.40256548718683804,14.628796990481733,354.02327596011725,323.35953217359423,274.31569769642465,-0.7647530283025665,20.371969112157075,0.9123068666692604,0.7145650991147994,0.9151167261220454,100965.78088603957,1727.0035709597182,2263.8569957708955,3.0416507939550366,-inf,3.00399924873832,18.0928955078125,19.43495750427246,12.943801879882812,1.1422752380920986,1.4707460353219552,-0.5277950947906533,16.730153747697003,26.91837251970287,10.964150513110516,348.8160400390625,49.07527542114258,-32.88425827026367,316.8725876581101,19.646846680414107,-45.63723700387137,252.94635009765625,-79.34636688232422,-71.59998321533203,-1.2102238960162304,-1.696515561527967,-0.9820333575304538,24.19548058496762,37.52406209087471,13.78965460570124
8,4927.239676853207,1.601166969961162,5.533661114775157,15.484519007649453,28.72123512192587,317.0509527573533,23.537088591036284,3.245745003859497,4.145827108825468,31.014462613926646,67.76361408887854,0.2851721574328297,0.9794426327789763,0.4547790234473606,4713.035275850377,100.16304261651017,114.04135838631782,1.1766140694358282,2.7103081353143033,1.7565406795769887,3.938973135443549,4.1081988397091465,0.5725155137474358,15.894272710039715,0.2610566698949115,13.702398894027787,27.973854705469616,5.421964089638517,5.05627668731272,313.2562473842076,22.90998781231147,46.802312578473774,19.530772976776696,7.433279391276358,4.050410245873592,1.7586413205968607,2.6564028072283845,0.4722057201043527,4.219887704228523,1.3469029274929412,3.8383362702358963,67.44007259722504,6.866940374950343,10.12508330769491,103472.03321391728,3.0417482898668147,19.476031340895588,0.20783256261406224,17.792984757714475,354.02327596011725,320.80384205390624,263.61646528278493,-0.9028458124326556,24.18211207149018,0.9399179563961628,0.744853565608935,0.9068616045635517,98973.74079285788,2103.423894946713,2394.8685261126748,3.0400285293141356,-inf,3.0003288213090857,18.0928955078125,24.751117706298828,24.12691879272461,0.7509235444568048,0.4462623334003468,-1.04058008259989,21.3341558547247,34.726323852193055,12.360777718680243,348.8160400390625,49.07527542114258,-32.88425827026367,313.2562473842076,14.190618605840774,-46.802312578473774,237.45053100585938,-91.78495025634766,-71.59998321533203,-1.2465847875888765,-1.4213377913814735,-0.7676148336650267,29.773771695959496,44.689514994647155,14.650346978501435
9,4896.18514599158,1.468760373612604,5.653179768977559,15.3203262086143,29.393915930722798,315.8174354123694,22.692240500334293,1.9451216892194216,4.116652920632351,29.845945766829974,67.82558319262647,0.19788637966915446,0.9793157586174899,0.3724162361690795,4671.603738442769,101.18914655613364,123.39226099267502,1.025513826544674,2.5295407046891922,1.8743080870856565,3.694022942656872,4.532360033102277,0.6275071142895846,15.849086064305837,0.931833406435894,13.565324682382762,27.911243431055862,5.925299447484363,5.234633175851433,311.8880905877976,25.284611298236015,48.43714922950382,18.820034561711083,6.625291658404921,4.400619546713968,0.6385053077300811,1.2850226962925932,0.7684333008721603,4.21163275009449,1.5346250959986245,3.8188156901098513,67.32964086801374,7.756248438972541,10.451227154149974,102819.88806582314,3.041739494332691,21.46471797596871,-0.6383845344387908,19.064647023465994,354.02327596011725,319.7816612227199,274.31569769642465,-0.6031677891602535,24.239555937223333,0.9428647785878157,0.7884667240183671,0.9289940154227528,98103.67850729814,2124.9720776788063,2591.2374808461764,3.040128318121905,-inf,2.9944080163291664,23.814422607421875,52.87909126281738,31.909423828125,-0.42742562074892065,-0.5383680985096477,-1.3351016478067281,22.933674299798056,38.40081623622349,14.05942523290241,348.8160400390625,49.07527542114258,-32.88425827026367,311.8880905877976,10.968775431315104,-48.43714922950382,252.94635009765625,-79.34636688232422,-75.59223175048828,-0.8637075648218783,-1.0853284549232571,-0.6062382532135309,29.5122403357604,45.87909050294038,16.04163514524632
